epoch,train_total_loss,train_sup_loss,train_unsup_loss,train_iou,lambda_u,val_student_loss,val_student_iou,val_teacher_loss,val_teacher_iou
1,0.4349227834206361,0.43485680795632875,0.04895782202947885,0.5471002880233125,0.0013475893998170934,0.33587786165567546,0.6093818600361164,0.560610443353653,0.3608304113149643
2,0.3219117479971968,0.3216609807971578,0.05764652783713805,0.6241677333242618,0.004350071868890069,0.26690940237962285,0.666196577824079,0.4059521134083088,0.5360534269076127
3,0.2630576030172121,0.2625944699662236,0.03855928125155445,0.6840652347757266,0.01201093357906159,0.2554112175336251,0.6897497929059542,0.37177013892393845,0.5685977362669431
4,0.22563026764859948,0.2247109824182609,0.032407975919061124,0.7147450854715246,0.02836603181746851,0.22050479547335552,0.7275590062141418,0.3043426223672353,0.6403512730048253
5,0.2317748213939082,0.2284931367657219,0.057271018149689414,0.7152236330394561,0.057300959372038024,0.23549912847005405,0.7278186477147616,0.2786312449436921,0.6819048881530761
6,0.18833541427738965,0.18512072831463927,0.0324692125907929,0.7565951921905463,0.09900717938523973,0.23186763868882107,0.710882398715386,0.5678753994978392,0.3975455444592696
7,0.2096501068534473,0.20380776026286185,0.03992770574404858,0.7384329522028565,0.14632312578932835,0.23833704453248244,0.6894948592552772,0.31336321509801424,0.620808677489941
8,0.1865256218633686,0.18135474518371317,0.02795525480066247,0.7634495314783775,0.18496976264324097,0.22132088232498903,0.7149445799680857,0.18327955649449276,0.7562442421913147
9,0.16561645187007693,0.1566882612935912,0.0446409555028927,0.7840374127890055,0.2,0.25026553066877216,0.7063871273627648,0.21831317188648078,0.7176490050095778
10,0.15727642339725906,0.15272132865189073,0.022775473091034934,0.7924375362121142,0.2,0.2357335890714939,0.7034718935306256,0.20509518935130192,0.7432775644155649
11,0.1673716890374915,0.15903557231649756,0.04168058593103734,0.7835829101789457,0.2,0.20913140636224012,0.7266562232604393,0.18289751834594287,0.7559643497833839
12,0.1515161157048379,0.14819948532833502,0.016583153211775843,0.7941023339159213,0.2,0.21242162917669002,0.7401472192544204,0.2634555650445131,0.6951440270130451
13,0.1394530868408485,0.13510646409570023,0.02173311350242539,0.803888180364783,0.2,0.20082078048816093,0.7441788150713994,0.2446512364424192,0.6889780347163861
14,0.14971752434324187,0.1443075179301489,0.027050034372503154,0.7990860712642853,0.2,0.18419547860439006,0.7557816065274752,0.1774977607222704,0.76222578562223
15,0.14658043298941964,0.13877696675570825,0.03901733346831931,0.8004795987732135,0.2,0.27768446803092955,0.6497944226631751,0.17520355822948308,0.7711411659534161
16,0.12734193795432264,0.12241488272467485,0.024635277929169554,0.8198837928760511,0.2,0.16730179116129876,0.778890808729025,0.27550381146944486,0.6865009913077721
17,0.10444317904945749,0.10093834911150715,0.017524149459159862,0.8398860380626642,0.2,0.17639427219445888,0.7780124682646531,0.19494664875360634,0.7629352606259859
18,0.11838137874236473,0.11386132770432876,0.022600256879881132,0.8263640976869143,0.2,0.1906085056754259,0.7555003477976873,0.25354353132156227,0.6745882900861594
19,0.11949233023019937,0.11592056214487037,0.017858840499964293,0.8223714696673247,0.2,0.1803413030046683,0.7694543343323927,0.18077595509015598,0.7666726479163537
20,0.11099702967868115,0.10653267862597623,0.022321755840563968,0.8331864146659007,0.2,0.2607075472290699,0.6791458611304944,0.20844709391777333,0.7451451576673067
21,0.15468813251489058,0.1390786736827487,0.07804729415958998,0.8033284927503421,0.2,0.2644486504105421,0.6826898061312162,0.8371476237590496,0.31247293169681845
22,0.13610427027854782,0.12567127581972343,0.05216497211893931,0.8133932157204702,0.2,0.18388776022654313,0.7627064549005949,0.18273919476912573,0.7633072669689472
23,0.11598986663963072,0.11306191413090207,0.014639758475823328,0.8352156103803561,0.2,0.18014140209326376,0.7776308417320251,0.1659517091054183,0.785761036322667
24,0.10944306983863218,0.10623249902318303,0.01605285386358446,0.8369090807839081,0.2,0.1768691443479978,0.7690023477260883,0.1885269835591316,0.7579157169048603
25,0.10414883835563579,0.10016321999808916,0.019928091982504927,0.8439924298570707,0.2,0.18041124722132315,0.7631569999914903,0.20782272173808172,0.7369837981003982
