epoch,train_total_loss,train_sup_loss,train_unsup_loss,train_iou,lambda_u,val_student_loss,val_student_iou,val_teacher_loss,val_teacher_iou
1,0.49990521643597347,0.4998541239362497,0.05055177907119147,0.5122250241155808,0.00101069204986282,0.3561573959313906,0.6799114603262681,0.5205254022891704,0.646211105126601
2,0.35142757951353604,0.35139775612893015,0.013276840528795639,0.6692061034532694,0.002246214613062303,0.29040976143800296,0.6903433854763324,0.405471415244616,0.6675683457117815
3,0.25467650391734564,0.2546011249606426,0.016185506483172782,0.7489635376976087,0.004657193771899443,0.2295464128255844,0.7487897249368521,0.24292537363675926,0.7444891773737394
4,0.20191985578276217,0.20170902229773885,0.023404611116208028,0.7863160295841786,0.009008200184296192,0.23063881133611386,0.7016323832365182,0.18839161430413906,0.7833989170881418
5,0.1650407129468826,0.16477571814679182,0.016302170810656838,0.8100615086463782,0.01625520348328437,0.17949641243769573,0.7757814278969398,0.1756810357937446,0.792717953828665
6,0.13115594708002531,0.13083974624840686,0.01155515487222986,0.8333344568426793,0.027364495958075396,0.18398209202748078,0.765298997438871,0.17460255611401337,0.7795008558493394
7,0.13018472981639206,0.12939558149530336,0.01836265249809143,0.8292489364170111,0.04297571952902851,0.1595102615081347,0.7917772540679344,0.17350018414167256,0.7790123691925636
8,0.10623664776078211,0.10532844430193879,0.014423933952527408,0.8515467153718839,0.06296504546596562,0.15555375688351117,0.7895616155404311,0.15847264001002678,0.7884861056621258
9,0.09429616421962586,0.09339479396406275,0.010473377357881803,0.8656767099522628,0.08606301311061491,0.1637162689406138,0.7882190585136414,0.1467749734910635,0.8006582195942219
10,0.08803413217314161,0.0868361157257683,0.010916629248150947,0.8717479803241216,0.10974234434199627,0.1654133066534996,0.7781517221377446,0.1512974967750219,0.7991744133142324
11,0.07628914084321317,0.07523571709708239,0.00806920167507577,0.8846007843430226,0.13054870887500858,0.15761440121210538,0.7921730756759644,0.15513956913581262,0.7941601523986229
12,0.06700923028760232,0.06583206228410396,0.008125066630152734,0.8957961132893195,0.14488105158615744,0.1661066410633234,0.7855915665626526,0.15986674233124806,0.792100139764639
13,0.06372328442879595,0.06267079697527851,0.007016583583418441,0.9000948065748582,0.15,0.15484595207067636,0.7966322908034691,0.16666907645188844,0.7875604638686546
14,0.06728148066367094,0.06518040987877892,0.0140071384985976,0.8938740629416245,0.15,0.2054768572633083,0.7474834001981295,0.29713780536101414,0.689083823790917
15,0.07042947222586148,0.06821492032255404,0.014763678600922083,0.8906828818412927,0.15,0.19617490149461306,0.7644495661442097,0.1966079075749104,0.7663271940671481
16,0.061872302662008084,0.05985397932370408,0.013455489668838428,0.9008308230684354,0.15,0.2637538667481679,0.7278855296281668,0.243382594619806,0.7379594646967375
17,0.05960199360449154,0.05783400005804232,0.011786622398246367,0.9066626151593832,0.15,0.20139840589119837,0.7624370648310734,0.23303201565375695,0.7401040013019855
18,0.06069149429766604,0.05830707406410231,0.01589613297199741,0.9037391185187377,0.15,0.21180605246470524,0.7644129835642302,0.1890003112073128,0.7767355377857502
19,0.05300060853075523,0.05161168206877147,0.009259508016559547,0.913494861469819,0.15,0.18760166890346086,0.7765637544485239,0.20311293367009897,0.7706909601504986
20,0.04724060827328895,0.04588579274534892,0.00903210318042861,0.921854056417942,0.15,0.22093181633032286,0.7623745716535129,0.206174756701176,0.7686866659384507
21,0.04476529413547654,0.04362772148138342,0.0075838175174654816,0.9249414437665389,0.15,0.22780093779930702,0.7558358302483192,0.22126466064498976,0.7644261552737309
22,0.049291362054646015,0.047466803333148934,0.012163724545434188,0.9241045094453372,0.15,0.2239240873318452,0.7632944107055664,0.21105907943386298,0.7664270666929391
23,0.047072778563373364,0.04548019939997735,0.010617193983097632,0.9222975390461775,0.15,0.24179489337480986,0.7463132583178007,0.22789672590219057,0.7508461255293626
24,0.04466141291105977,0.04333863037530906,0.008818549276419127,0.9277413622117959,0.15,0.2331300677015231,0.7520009370950552,0.22514794445954836,0.7535949578652015
25,0.04406712712863317,0.04268753533072483,0.00919727855720199,0.9259920478440248,0.15,0.30562243559039554,0.722336218907283,0.2602392663176243,0.7456569479062007
