image,iou
ISIC_0012169.jpg,0.5153748989105225
ISIC_0012236.jpg,0.928946316242218
ISIC_0012292.jpg,0.8450244665145874
ISIC_0012302.jpg,0.8789857625961304
ISIC_0012337.jpg,0.8720760345458984
ISIC_0012373.jpg,0.9679739475250244
ISIC_0012405.jpg,0.9496867656707764
ISIC_0012418.jpg,0.6316348314285278
ISIC_0012456.jpg,0.9319620132446289
ISIC_0012472.jpg,0.36590346693992615
ISIC_0012479.jpg,0.9410499334335327
ISIC_0012558.jpg,0.8401094079017639
ISIC_0012559.jpg,0.8201202750205994
ISIC_0012560.jpg,0.8627920746803284
ISIC_0012563.jpg,0.8854551315307617
ISIC_0012564.jpg,0.7199928164482117
ISIC_0012566.jpg,0.8241758346557617
ISIC_0012572.jpg,0.8935972452163696
ISIC_0012591.jpg,0.9459155201911926
ISIC_0012592.jpg,0.9135788679122925
ISIC_0012596.jpg,0.8765290975570679
ISIC_0012599.jpg,0.7697518467903137
ISIC_0012603.jpg,0.8741711378097534
ISIC_0012606.jpg,0.8556560277938843
ISIC_0012607.jpg,0.3984743654727936
ISIC_0012611.jpg,0.7860252261161804
ISIC_0012624.jpg,0.7928030490875244
ISIC_0012625.jpg,0.7533706426620483
ISIC_0012634.jpg,0.7333906888961792
ISIC_0012647.jpg,0.73445063829422
ISIC_0012650.jpg,0.4409888684749603
ISIC_0012651.jpg,0.8043516874313354
ISIC_0012698.jpg,0.9062957763671875
ISIC_0012925.jpg,0.5433887243270874
ISIC_0012935.jpg,0.9232673048973083
ISIC_0012948.jpg,0.5648837685585022
ISIC_0013143.jpg,0.9234411716461182
ISIC_0014676.jpg,0.9413672685623169
ISIC_0014758.jpg,0.8964992165565491
ISIC_0014759.jpg,0.95780348777771
ISIC_0014887.jpg,0.9445784091949463
ISIC_0014888.jpg,0.9303232431411743
ISIC_0014905.jpg,0.93990558385849
ISIC_0014906.jpg,0.9208523631095886
ISIC_0014953.jpg,0.859649121761322
ISIC_0014967.jpg,0.7655944228172302
ISIC_0014976.jpg,0.880536675453186
ISIC_0014997.jpg,0.9581820964813232
ISIC_0015001.jpg,0.9711035490036011
ISIC_0015029.jpg,0.9420657753944397
ISIC_0015069.jpg,0.867224395275116
ISIC_0015074.jpg,0.9525452256202698
ISIC_0015085.jpg,0.9440243244171143
ISIC_0015088.jpg,0.9418694972991943
ISIC_0015092.jpg,0.9481474757194519
ISIC_0015094.jpg,0.9087494611740112
ISIC_0015104.jpg,0.9517915844917297
ISIC_0015117.jpg,0.9331604242324829
ISIC_0015120.jpg,0.8199676275253296
ISIC_0015121.jpg,0.8885197639465332
ISIC_0015137.jpg,0.8427125215530396
ISIC_0015154.jpg,0.8027999401092529
ISIC_0015165.jpg,0.9716002941131592
ISIC_0015169.jpg,0.9476401805877686
ISIC_0015227.jpg,0.9308537244796753
ISIC_0015228.jpg,0.8497932553291321
ISIC_0015257.jpg,0.9216738343238831
ISIC_0015261.jpg,0.7711979746818542
ISIC_0015265.jpg,0.770736575126648
ISIC_0015275.jpg,0.9384469985961914
ISIC_0015281.jpg,0.9648228883743286
ISIC_0015290.jpg,0.9244065284729004
ISIC_0015338.jpg,0.8142309784889221
ISIC_0015350.jpg,0.9431082606315613
ISIC_0015352.jpg,0.9622147083282471
ISIC_0015365.jpg,0.9434356093406677
ISIC_0015366.jpg,0.9241874814033508
ISIC_0015375.jpg,0.5943742990493774
ISIC_0015380.jpg,0.5870290994644165
ISIC_0015381.jpg,0.9389184713363647
ISIC_0015385.jpg,0.9668585062026978
ISIC_0015389.jpg,0.93050616979599
ISIC_0015398.jpg,0.8972004652023315
ISIC_0015399.jpg,0.8566946983337402
ISIC_0015408.jpg,0.8743814826011658
ISIC_0015430.jpg,0.8974375128746033
ISIC_0015435.jpg,0.5492918491363525
ISIC_0015438.jpg,0.8055244088172913
ISIC_0015441.jpg,0.9100083708763123
ISIC_0015448.jpg,0.5895871520042419
ISIC_0015450.jpg,0.5974491834640503
ISIC_0015451.jpg,0.7291073799133301
ISIC_0015463.jpg,0.8329596519470215
ISIC_0015469.jpg,0.896847665309906
ISIC_0015470.jpg,0.6468313932418823
ISIC_0015473.jpg,0.9293323755264282
ISIC_0015478.jpg,0.6292710900306702
ISIC_0015479.jpg,0.9006810784339905
ISIC_0015486.jpg,0.9579514861106873
ISIC_0015501.jpg,0.9396247863769531
ISIC_0015502.jpg,0.9596526026725769
ISIC_0015504.jpg,0.9296321272850037
ISIC_0015507.jpg,0.9103607535362244
ISIC_0015520.jpg,0.9548417329788208
ISIC_0015521.jpg,0.9373211860656738
ISIC_0015524.jpg,0.9146645665168762
ISIC_0015525.jpg,0.8465753197669983
ISIC_0015551.jpg,0.9285436272621155
ISIC_0015558.jpg,0.4232838749885559
ISIC_0015569.jpg,0.9330811500549316
ISIC_0015570.jpg,0.9330840110778809
ISIC_0015578.jpg,0.8401902914047241
ISIC_0015583.jpg,0.8874228596687317
ISIC_0015587.jpg,0.8532841801643372
ISIC_0015596.jpg,0.8405842781066895
ISIC_0015602.jpg,0.8822199106216431
ISIC_0015606.jpg,0.40473079681396484
ISIC_0015613.jpg,0.9148235321044922
ISIC_0015621.jpg,0.9046600461006165
ISIC_0015629.jpg,0.8913431763648987
ISIC_0015633.jpg,0.5877875089645386
ISIC_0015635.jpg,0.9540209770202637
ISIC_0015637.jpg,0.9250545501708984
ISIC_0015642.jpg,0.9648276567459106
ISIC_0015970.jpg,0.8514977693557739
ISIC_0015977.jpg,0.6805555820465088
ISIC_0016010.jpg,0.9193954467773438
ISIC_0016020.jpg,0.7111764550209045
ISIC_0016021.jpg,0.6828625202178955
ISIC_0016039.jpg,0.9265010356903076
ISIC_0016047.jpg,0.13606557250022888
ISIC_0016067.jpg,0.9153386354446411
ISIC_0016186.jpg,0.8481361269950867
ISIC_0016197.jpg,0.8511444330215454
ISIC_0016199.jpg,0.9081615209579468
ISIC_0016211.jpg,0.8152007460594177
ISIC_0016274.jpg,0.7599674463272095
ISIC_0016318.jpg,0.7904513478279114
ISIC_0016344.jpg,0.9096055030822754
ISIC_0016363.jpg,0.938123345375061
ISIC_0016364.jpg,0.7620694041252136
ISIC_0016438.jpg,0.8988462686538696
ISIC_0016524.jpg,0.8177664875984192
ISIC_0016575.jpg,0.960150957107544
ISIC_0016663.jpg,0.9169369339942932
ISIC_0016716.jpg,0.7980441451072693
ISIC_0016726.jpg,0.8982242941856384
ISIC_0016736.jpg,0.835557758808136
ISIC_0016837.jpg,0.860459566116333
ISIC_0016844.jpg,0.8222094178199768
ISIC_0016911.jpg,0.7029282450675964
ISIC_0016963.jpg,0.9156473278999329
ISIC_0017026.jpg,0.8402326703071594
ISIC_0017036.jpg,0.980434775352478
ISIC_0017069.jpg,0.8500568866729736
ISIC_0017073.jpg,0.6564893126487732
ISIC_0017201.jpg,0.8137505054473877
ISIC_0017259.jpg,0.7442424297332764
ISIC_0017264.jpg,0.9055387377738953
ISIC_0017268.jpg,0.8404715657234192
ISIC_0017289.jpg,0.7030520439147949
ISIC_0017292.jpg,0.8389676213264465
ISIC_0017348.jpg,0.7821248173713684
ISIC_0017350.jpg,0.9562490582466125
ISIC_0017355.jpg,0.5429110527038574
ISIC_0017385.jpg,0.8415161371231079
ISIC_0017389.jpg,0.9013186693191528
ISIC_0017392.jpg,0.9592531323432922
ISIC_0017406.jpg,0.974044919013977
ISIC_0017409.jpg,0.890850841999054
ISIC_0017411.jpg,0.6778967380523682
ISIC_0017412.jpg,0.9105947613716125
ISIC_0017413.jpg,0.9677894115447998
ISIC_0017414.jpg,0.6954640746116638
ISIC_0017415.jpg,0.8774228692054749
ISIC_0017422.jpg,0.920281171798706
ISIC_0017427.jpg,0.7738037705421448
ISIC_0017428.jpg,0.8221574425697327
ISIC_0017431.jpg,0.8545783758163452
ISIC_0017432.jpg,0.9333834052085876
ISIC_0017433.jpg,0.9601359963417053
ISIC_0017434.jpg,0.8999999761581421
ISIC_0017436.jpg,0.9307332634925842
ISIC_0017443.jpg,0.9100016355514526
ISIC_0017444.jpg,0.660340428352356
ISIC_0017448.jpg,0.9516740441322327
ISIC_0017449.jpg,0.824384868144989
ISIC_0017451.jpg,0.8535727858543396
ISIC_0017453.jpg,0.9270293712615967
ISIC_0017455.jpg,0.8738791346549988
ISIC_0017464.jpg,0.9452722072601318
ISIC_0017465.jpg,0.6535928249359131
ISIC_0017469.jpg,0.7656716704368591
ISIC_0017479.jpg,0.941239058971405
ISIC_0017483.jpg,0.9253540635108948
ISIC_0017485.jpg,0.9149764180183411
ISIC_0017486.jpg,0.694754958152771
ISIC_0017675.jpg,0.912921130657196
ISIC_0017689.jpg,0.8213666081428528
ISIC_0017693.jpg,0.7839810848236084
ISIC_0017704.jpg,0.95645672082901
ISIC_0017750.jpg,0.8533793091773987
ISIC_0017775.jpg,0.7790253758430481
ISIC_0017789.jpg,0.9566323161125183
