epoch,train_total_loss,train_sup_loss,train_unsup_loss,train_iou,lambda_u,val_student_loss,val_student_iou,val_teacher_loss,val_teacher_iou
1,0.481834490568592,0.4817750874476937,0.05877479490779409,0.5302703277243731,0.00101069204986282,0.3408010817491091,0.6906435645543612,0.6557733352367695,0.4312502608849452
2,0.3346720338584139,0.3346641610304897,0.0035049399286016035,0.6799640342449913,0.002246214613062303,0.24999229839214912,0.7263931760421166,0.5321663278799791,0.5231649453823383
3,0.2466159569314466,0.24659150957058257,0.0052493252850791365,0.749240308176153,0.004657193771899443,0.22393409930742703,0.7462274157083951,0.3276443362236023,0.7105358719825745
4,0.18741727702749464,0.18733724038331553,0.008884820221562851,0.7925425606708114,0.009008200184296192,0.20252507157050648,0.7609814075323251,0.24419417587610392,0.7469384651917678
5,0.15724379461831772,0.1570410149422689,0.012474734525592513,0.8137776599480555,0.01625520348328437,0.18743907591471307,0.765450106217311,0.23797717151733544,0.7363366292073177
6,0.1496178261899891,0.14882022310764745,0.029147375493126813,0.8148540222587494,0.027364495958075396,0.19780238431233627,0.7588625169717349,0.25261808989139706,0.7329133583949162
7,0.12450524552080494,0.12354753657172506,0.02228488881575266,0.8342451593623712,0.04297571952902851,0.17350736111402512,0.7779771658090445,0.19760988549544262,0.7618240521504329
8,0.10409107125507525,0.10311791732405814,0.015455462500540307,0.8558010003314569,0.06296504546596562,0.17839610175444529,0.7692464049045856,0.18033835532573553,0.7751972024257366
9,0.11111446195998444,0.10910169628018943,0.023387116052617785,0.8435014232706565,0.08606301311061491,0.17749322870602974,0.7722680843793429,0.17147667992573518,0.7767066341180068
10,0.09974269998761323,0.09641629260463211,0.030311068592377175,0.8565148267035301,0.10974234434199627,0.18585454099453413,0.7734143825677725,0.1817943385014167,0.7671582515423114
11,0.0846686137911792,0.08283427594086298,0.014050986119680321,0.8742175371601031,0.13054870887500858,0.16024487110284658,0.7829426325284518,0.1664310610638215,0.788218053487631
12,0.07552540257501487,0.07402423173726465,0.01036140092023393,0.8843055209861352,0.14488105158615744,0.1688741603722939,0.7859640469917885,0.1528861220066364,0.7996260239527776
13,0.06968548376328097,0.0679494052265699,0.011573855858631969,0.8909273717838985,0.15,0.1555340939989457,0.7955131118114178,0.1586814107803198,0.7946511241105887
14,0.061346426991244346,0.0598666822233309,0.009864963895569626,0.9024281315505505,0.15,0.15553175703837321,0.8004840860000023,0.1534935453763375,0.8010229532535259
15,0.058604964413321935,0.05728096010772368,0.008826694239710027,0.9054152979873694,0.15,0.15609287401804559,0.7999086636763353,0.15826746557767574,0.7968357489659236
16,0.057633696732899316,0.056264190531622335,0.00913004120565557,0.9068445110550294,0.15,0.1798504686126342,0.7799573494837835,0.15239241627546457,0.8044634195474478
17,0.0591279918130917,0.0575506838504225,0.010515385759320522,0.903254548804118,0.15,0.16770515189721033,0.7961739567609933,0.1574446923457659,0.8003068566322327
18,0.06253879754624975,0.06075820843510043,0.01187059310429434,0.9011493319502244,0.15,0.19631146456186588,0.7750767588615417,0.16897996606735083,0.7898950842710641
19,0.05323131108441605,0.05190953776204529,0.008811821455870254,0.9119889329259212,0.15,0.18288754912523122,0.782134863963494,0.17625300402824695,0.7918608197799095
20,0.049107466063175634,0.04763465709626102,0.0098187271761652,0.9198872217765222,0.15,0.2078653640471972,0.7674496458126948,0.20494258793500753,0.7708660079882695
21,0.044337405303779706,0.04289233819760669,0.009633780986265404,0.9267741384414526,0.15,0.19272709912978686,0.7773022798391489,0.1771714291893519,0.7850013622870812
22,0.04276381414204549,0.04150618774852214,0.008384175334448138,0.9272442786739423,0.15,0.18926180578195131,0.7804974436759948,0.1925575533738503,0.7860575373356159
23,0.04413335158740385,0.04283126636157529,0.008680566998149376,0.9260599234929452,0.15,0.1910280522245627,0.784649384021759,0.18150912064772387,0.7882813242765573
24,0.03919540422682006,0.03817610813376422,0.006795307667359269,0.9331798295562084,0.15,0.19420642990332385,0.7877569510386541,0.1844964150052804,0.7936666516157297
25,0.037657078463011064,0.03654453483446,0.0074169573691995954,0.9345413134075128,0.15,0.19752677633212162,0.7757556658524734,0.1946167760170423,0.7802707965557392
