epoch,train_loss,train_acc,val_loss,val_acc,lr,encoder_frozen
1,1.0213363469836716,0.6722416375436845,0.7954980156251362,0.7319021467798302,0.001,True
2,0.9159836296787757,0.686345481777334,0.7566011335759882,0.7333999001497753,0.001,True
3,0.9056729223735318,0.6877184223664503,0.7755853334767004,0.72690963554668,0.001,True
4,0.8887261658193109,0.6928357463804293,0.739442418876385,0.7353969046430354,0.001,True
5,0.9005337872072132,0.6872191712431353,0.7282015790364572,0.7428856714927609,0.001,True
6,0.8814576964475913,0.6937094358462307,0.7121824317035221,0.747378931602596,0.001,True
7,0.8843684034076279,0.6920868696954569,0.7210631836797037,0.7498751872191712,0.001,True
8,0.7903346745315902,0.7196704942586121,0.5921363339700277,0.7863205192211683,5e-06,False
9,0.6620486799828307,0.7567398901647528,0.5335787504371847,0.8027958062905641,5e-06,False
10,0.5604663799682301,0.8002995506739891,0.5148789071928828,0.8157763354967549,5e-06,False
11,0.47574436682427,0.8313779331003495,0.4793436206980712,0.8272591113330005,5e-06,False
12,0.4113164975971519,0.8500998502246631,0.46803580860548194,0.8277583624563155,5e-06,False
13,0.33037077041413493,0.885047428856715,0.48184763546986875,0.835746380429356,5e-06,False
14,0.2627517157448028,0.908137793310035,0.46796909612806753,0.8402396405391912,5e-06,False
15,0.19994051177835392,0.9355966050923614,0.48729080521309426,0.8412381427858213,5e-06,False
16,0.16436891755583638,0.9468297553669496,0.49697569934702074,0.8382426360459311,5e-06,False
17,0.12937112255561017,0.9606839740389416,0.5137971067641278,0.8397403894158761,5e-06,False
18,0.09455286632264089,0.9741637543684474,0.5213309693016714,0.836744882675986,5e-06,False
19,0.07822010145446438,0.978407388916625,0.5422473604722033,0.8377433849226161,5e-06,False
20,0.061671722051083386,0.9843984023964054,0.5574009096297463,0.835746380429356,5e-06,False
21,0.05444828856052336,0.9855217174238642,0.5672498118168271,0.836744882675986,5e-06,False
22,0.04551259537033194,0.987144283574638,0.5643261915514785,0.8422366450324513,5e-06,False
23,0.03761640728505685,0.9916375436844733,0.5866812529250652,0.8412381427858213,5e-06,False
24,0.03518857524828788,0.990763854218672,0.56937154485744,0.8452321517723415,5e-06,False
25,0.03545057465333469,0.9888916625062406,0.5757957603953343,0.8387418871692461,5e-06,False
