epoch,train_total_loss,train_sup_loss,train_unsup_loss,train_iou,lambda_u,val_student_loss,val_student_iou,val_teacher_loss,val_teacher_iou
1,0.3997797509297155,0.39976167044817257,0.02683431592931111,0.5474301923711139,0.0006737946999085467,0.2886910087787188,0.6324929562898782,0.6171659923516787,0.18675245934954057
2,0.34212752865054286,0.34206180077475995,0.04389208277056101,0.6005296679930046,0.001497476408708202,0.2887893353517239,0.6541114486180819,0.3373475237534596,0.6080908821179316
3,0.315736076543824,0.31566818699670524,0.021866095308303975,0.6258626542269037,0.0031047958479329626,0.26084728378515976,0.6623401884849255,0.26400054395198824,0.662778398165336
4,0.27086518758621353,0.2707522682702312,0.018802724000124726,0.6667745505961088,0.006005466789530795,0.29785396777666534,0.6397591875149653,0.28759535619845755,0.6621524265179267
5,0.2383034812608877,0.2380715218336823,0.021404831357918177,0.7034435429825232,0.010836802322189582,0.3046376205407656,0.6246102346823765,0.26612856548566083,0.6802960487512442
6,0.29685660652243173,0.29590011502687746,0.0524306422963631,0.6455175954167947,0.0182429973053836,0.2911827287994898,0.6476455303338858,0.3769110146623391,0.5749913742909065
7,0.23863087533614957,0.23716918839356646,0.051017882580009215,0.7024681190601908,0.028650479686019012,0.22804411259981303,0.7091555402829097,0.3168912190657396,0.6278945964116317
8,0.2190027425889499,0.2178496009706018,0.027470980076871526,0.7286658674621811,0.04197669697731042,0.25169795476473295,0.6962068846592536,0.2970935734418722,0.6531981335236476
9,0.19359465615035823,0.19243481022735628,0.020215052915423606,0.74763231122723,0.05737534207374328,0.19798107766188108,0.7436150752581083,0.1881254670711664,0.7527359852424035
10,0.1880205635769436,0.18669011590715784,0.01818505671690218,0.7576156083780986,0.07316156289466418,0.20526260962853066,0.7361449434207036,0.2843085472400372,0.6431148905020494
11,0.1829363217469878,0.18040656361084145,0.02906683411017114,0.7628513684926125,0.08703247258333907,0.2514724518244083,0.7088269187853886,0.34660102128982545,0.5949957861350132
12,0.16663538702190495,0.16440202843827698,0.02312268082459923,0.7724502141085955,0.09658736772410498,0.21709885264818485,0.7312086545504056,0.2780647775301566,0.6963718249247625
13,0.16562513740231785,0.1634957347638332,0.02129403436881078,0.782944604038046,0.1,0.22544246293031253,0.7266912781275235,0.1996628619157351,0.7474278037364667
14,0.15038618080926916,0.14879403884809178,0.01592141917185822,0.7971968054771423,0.1,0.21747676672843785,0.7250590883768522,0.2389339355322031,0.7131276891781734
15,0.1379567605550759,0.1361863711454834,0.017703895171647534,0.8067952140879172,0.1,0.21189605123721636,0.7344868329855112,0.2627578382308666,0.6892061907511491
