epoch,train_loss,val_loss,train_iou,val_iou
1,0.288017763913824,0.22530046689968844,0.6530843040404412,0.6991898289093604
2,0.215569372389179,0.2118644180206152,0.7173240733834413,0.7155786119974576
3,0.20299242989948163,0.19467269033193588,0.7342888648693379,0.7447097879189711
4,0.18036540414278324,0.17671297278541784,0.756609318118829,0.764759778059446
5,0.17571074423881677,0.18660187755639737,0.7640224302044282,0.7584837455015916
6,0.15333209567918227,0.18284677662528478,0.7858790725469589,0.7559237947830787
7,0.14640523166610644,0.17139293471207986,0.7939614869081058,0.7662315258613
8,0.14930609146562906,0.15788881320219775,0.793531673000409,0.7825502478159391
9,0.12648496430080672,0.16390753141962566,0.8195295700660119,0.7852933003352238
10,0.11291181896455013,0.1477112971819364,0.8308964266226841,0.7931928515434266
11,0.10133132484669868,0.1318623375434142,0.8446619554207875,0.8132900283886836
12,0.10295114206293454,0.14675654940880262,0.8431396445402732,0.7949872833031875
13,0.09453001146992812,0.132510872815664,0.8524583857793074,0.8136971794641935
14,0.08870038894506602,0.130164907929989,0.8590001291953601,0.8184513275439923
15,0.077364153171388,0.13137972778998888,0.8727414170136818,0.8135521531105041
