epoch,train_loss,val_loss,train_iou,val_iou
1,0.28514527308826265,0.23066325405469307,0.6505707926475085,0.7048558886234577
2,0.21454785474790977,0.20045064871127788,0.7203168254632216,0.72957388987908
3,0.19993424392663517,0.1932809217618062,0.7351943230399719,0.7430635892427885
4,0.16900223957804533,0.15279830040840003,0.7724505039361808,0.7878399472970229
5,0.13365243232020965,0.14270514834385653,0.8098046419712214,0.8021198291044969
6,0.11703904163665496,0.1815815860262284,0.8261305261116761,0.7716121866152836
7,0.10904150248433535,0.1487576802762655,0.8361293137073517,0.7980358087099515
8,0.10008929525143825,0.14790691074270468,0.8458393812179565,0.8031148176926833
9,0.10933433571973672,0.14808324231551243,0.8354470752752744,0.7932937631240258
10,0.09531746783222143,0.13346665856929926,0.8525756813012637,0.8139813679915208
11,0.0894660943832535,0.1446544558956073,0.858428508731035,0.8055964084771964
12,0.07742436478057733,0.13374201592344503,0.8729146047280385,0.8134269870244539
13,0.07163615309848236,0.15018028456431168,0.8806742672736828,0.8083665086672857
14,0.08590763560854471,0.13833421646402433,0.8637060220424946,0.813547264612638
15,0.07625871501289881,0.1366733193397522,0.8760741318647678,0.814545097717872
