epoch,train_total_loss,train_sup_loss,train_unsup_loss,train_iou,lambda_u,val_student_loss,val_student_iou,val_teacher_loss,val_teacher_iou
1,0.45598206769388455,0.4559618436659758,0.02001015533012553,0.5399061600462749,0.00101069204986282,0.32137810702507313,0.6343849269243387,0.6892732647749094,0.0006903377291558734
2,0.30223256876119053,0.3020585969520303,0.053323688240757644,0.652333830196697,0.0032625539016675515,0.3211370371855222,0.6095119678057157,0.45013197018549994,0.5857906401157379
3,0.2594394828730191,0.25881770770781887,0.06902328955654341,0.6872583782085433,0.009008200184296192,0.31106835007667544,0.6169225037097931,0.46222339226649356,0.5697563616129068
4,0.22632235288619995,0.2251069330646155,0.05713029634520913,0.7160940756304905,0.02127452386310138,0.31369548050256874,0.6189574837684632,0.5313270160785089,0.48264029690852533
5,0.21244007700051254,0.21037950058682606,0.047947479432108454,0.7404881217158757,0.04297571952902851,0.21496628385323743,0.7285075536141029,0.27434435326319473,0.6744157947026767
6,0.19435211620293558,0.19222154326808566,0.02869249951618258,0.7466652548083892,0.07425538453892978,0.34205215596235716,0.6234778170402233,0.4444492376767672,0.4739216047983903
7,0.19150638232867306,0.18638261404031745,0.04668907336319815,0.7552115855595241,0.10974234434199627,0.2001047996374277,0.7411892551642197,0.29864492049584024,0.6481526750784654
8,0.17881321539887443,0.17222664487333253,0.047478542527712234,0.7766711796418979,0.1387273219824307,0.21627279027150229,0.7345775008201599,0.21251110893029432,0.7296057875339802
9,0.1541209140470108,0.15089553779062742,0.02150250444649898,0.7902451077332864,0.15,0.24688943200386487,0.6993681650895339,0.2889551887145409,0.6487294999452737
10,0.16282433349316797,0.15904057792459542,0.025225032616827566,0.7822777969905963,0.15,0.2257325570170696,0.7183744063744179,0.21636227105672542,0.7221221089363098
11,0.1682214628224476,0.15968108436880776,0.056935862969951886,0.779544596058818,0.15,0.22342397834245975,0.7228189138265756,0.24044073659640092,0.7218267560005188
12,0.13812542275095788,0.1349065205297218,0.02145935139112855,0.8077846451734121,0.15,0.2263060403557924,0.7315354108810425,0.20243833603767247,0.7427812126966623
13,0.13615108052125344,0.1298715952031601,0.04186323511105282,0.8096360792047702,0.15,0.20288293957710266,0.7405744671821595,0.17870744673105388,0.7663173904785743
14,0.12354848215069908,0.1207012441009283,0.018981584017008293,0.8237273816305858,0.15,0.19182444570156243,0.7445714748822726,0.1945321133503547,0.7525916200417738
15,0.16036087215448228,0.15579612990124866,0.030431615115398578,0.7863365239821948,0.15,0.18954305671728575,0.7554350091860844,0.23388643058446737,0.7034533390632043
16,0.12410573622820756,0.12071980503745951,0.022572872653724447,0.8184488932960309,0.15,0.18798770136558093,0.7604120263686547,0.21005841344594955,0.7415427455535302
17,0.11135346995881544,0.10843792817412087,0.019436944882797364,0.8310256224985306,0.15,0.19873435909931475,0.7505442811892583,0.248907419695304,0.7097835320692796
18,0.10871316661807494,0.1063993855092961,0.015425205686299775,0.8354471924786384,0.15,0.18619515678057305,0.7678476966344393,0.17984229773283006,0.7699979387796843
19,0.10856056483820654,0.10500635514752223,0.023694731476448048,0.8341712858527899,0.15,0.17554215422043434,0.7730906990858225,0.16632097145685784,0.779881802889017
20,0.10091533386506714,0.09915590495802462,0.011729522299272222,0.8431870335569749,0.15,0.1775823494562736,0.7782015149409954,0.181084622328098,0.7693198249890254
21,0.09746883497931637,0.09544199247522137,0.01351228052170392,0.8450124008724322,0.15,0.18447439040129002,0.7725447324606088,0.23007990970061376,0.7115264993447524
22,0.10809556496902727,0.10512070502870931,0.019832398355132543,0.8376108458122382,0.15,0.19418249680445746,0.739236528139848,0.23378611069459182,0.72519332078787
23,0.11490094604400489,0.11055332278976074,0.028984152750546437,0.828099004781017,0.15,0.22630269813996096,0.7165716363833501,0.2479691519187047,0.6899924012330862
24,0.12996803705867094,0.12163008796051145,0.05558632876021035,0.8189200425090698,0.15,0.22113249748945235,0.7331296498958881,0.28701772323021524,0.6530302116504082
25,0.1101048114673736,0.10572037989130387,0.029229541188424964,0.8355651666911749,0.15,0.16351580837598215,0.7857219402606671,0.16837935596704484,0.7856856511189387
