epoch,train_loss,train_acc,val_loss,val_acc,lr,encoder_frozen
1,1.0003950580389438,0.677109335996006,0.7910905450523372,0.7299051422865701,0.001,True
2,0.9221283196808098,0.6869695456814778,0.7526409210311988,0.7338991512730904,0.001,True
3,0.889328106672702,0.6850973539690465,0.7977302314358807,0.72790813779331,0.001,True
4,0.8760733111889777,0.6964553170244633,0.7567658997806055,0.7408886669995007,0.001,True
5,0.8801715578921064,0.699201198202696,0.7188852782701216,0.7333999001497753,0.001,True
6,0.867888460556666,0.6917124313529706,0.746611270284842,0.7219171243135297,0.001,True
7,0.8620858825371412,0.6952071892161757,0.7438670822256614,0.7333999001497753,0.001,True
8,0.7861113479870284,0.7177983025461807,0.604460599144832,0.7723414877683474,5e-06,False
9,0.6944211524820137,0.7442586120818772,0.552009789003355,0.7943085371942087,5e-06,False
10,0.657276982199884,0.7548676984523215,0.523465834317788,0.8052920619071393,5e-06,False
11,0.6149218205860751,0.7742136794807788,0.4992036074215162,0.8112830753869196,5e-06,False
12,0.5802680931524364,0.7914378432351473,0.4904650468822746,0.8172740888666999,5e-06,False
13,0.5590351974059959,0.795681477783325,0.48107554525181295,0.8162755866200699,5e-06,False
14,0.5317853291829427,0.8036694957563655,0.49034530985804775,0.8167748377433849,5e-06,False
15,0.5133177988573224,0.8164003994008987,0.464803987943996,0.8257613579630554,5e-06,False
16,0.49667588646659355,0.8190214677983025,0.45918886620728744,0.8292561158262606,5e-06,False
17,0.47647868764555146,0.8245132301547679,0.4556592156341861,0.8327508736894658,5e-06,False
18,0.44812707501852106,0.8431103344982526,0.4629920789498895,0.8287568647029456,5e-06,False
19,0.44001234284120644,0.8382426360459311,0.4566467734319823,0.8267598602096855,5e-06,False
20,0.43275264576226175,0.8399900149775337,0.4527671244586744,0.8302546180728907,5e-06,False
21,0.4149445321804987,0.8482276585122317,0.44662375368237023,0.8332501248127808,5e-06,False
22,0.40982989230734146,0.8530953569645532,0.45910858091646956,0.8307538691962056,5e-06,False
23,0.3884192058842577,0.8564653020469296,0.4432254225340864,0.8342486270594108,5e-06,False
24,0.3747265009793217,0.8673240139790315,0.45861497564270853,0.8347478781827259,5e-06,False
25,0.37779494107304934,0.8654518222666001,0.4349197955388162,0.8377433849226161,5e-06,False
